word,pos,pronunciation,meaning_cn,difficulty,tags,examples
rear,n/adj,/rɪər/,后方,3,高频|四级,The rear of the building.
reason,n/v,/ˈriːzn/,原因、原因、推理,1,高频|高考,Tell me the reason.
reasonable,adj,/ˈriːznəbl/,合理的,3,高频|四级,The price is reasonable.
rebel,n/v,/ˈrebl/,反叛者,5,高频|六级,The rebels attacked the city.
recall,v,/rɪˈkɔːl/,回忆、回忆、召回,4,高频|六级,I don't recall his name.
receipt,n,/rɪˈsiːt/,收据,4,高频|六级|商务,Keep your receipt.
receive,v,/rɪˈsiːv/,收到,2,高频|四级,I received your letter.
recent,adj,/ˈriːsnt/,最近的,3,高频|四级,The recent news is good.
reception,n,/rɪˈsepʃn/,接待,4,高频|六级,The wedding reception was great.
recession,n,/rɪˈseʃn/,衰退,5,高频|六级|商务,The economy is in recession.
reckon,v,/ˈrekən/,认为,5,高频|六级,I reckon it will work.
recognize,v,/ˈrekəɡnaɪz/,认出,3,高频|四级,I recognized her voice.
recommend,v,/ˌrekəˈmend/,推荐,4,高频|六级,Can you recommend a good restaurant?
record,n/v,/ˈrekɔːrd/,记录,3,高频|四级,She broke the world record.
recover,v,/rɪˈkʌvər/,恢复,4,高频|六级,He recovered from the illness.
recovery,n,/rɪˈkʌvəri/,恢复,5,高频|六级,The economy is in recovery.
recruit,v,/rɪˈkruːt/,招募,5,高频|六级|商务,We need to recruit new staff.
red,adj/n,/red/,红色的,1,高频|高考,She wore a red dress.
reduce,v,/rɪˈdjuːs/,减少,3,高频|四级,Reduce the amount of sugar.
reduction,n,/rɪˈdʌkʃn/,减少,4,高频|六级,There has been a reduction in price.
refer,v,/rɪˈfɜːr/,提及,4,高频|六级,Refer to the manual.
reference,n,/ˈrefrəns/,参考,4,高频|六级,Keep this for reference.
reflect,v,/rɪˈflekt/,反映,4,高频|六级,The mirror reflects light.
reform,n/v,/rɪˈfɔːrm/,改革,5,高频|六级,The government reformed the education system.
refresh,v,/rɪˈfreʃ/,使清新,4,高频|六级,Refresh your browser.
refuge,n,/ˈrefjuːdʒ/,避难,5,高频|六级,He sought refuge in the church.
refugee,n,/ˌrefjuˈdʒiː/,难民,5,高频|六级|雅思,The refugees need help.
refund,n/v,/ˈriːfʌnd/,退款,4,高频|六级|商务,Ask for a refund.
refuse,v,/rɪˈfjuːz/,拒绝,3,高频|四级,She refused his offer.
regain,v,/rɪˈɡeɪn/,重新获得,5,高频|六级,He regained consciousness.
regard,v/n,/rɪˈɡɑːrd/,尊重,4,高频|六级,I regard him as a friend.
regardless,adv,/rɪˈɡɑːrdləs/,不顾、不顾,5,高频,Regardless of the cost  we will continue.
regime,n,/reɪˈʒiːm/,政权,5,高频|六级|雅思,The regime was overthrown.
region,n,/ˈriːdʒən/,地区,3,高频|四级,This region is famous for wine.
register,v/n,/ˈredʒɪstər/,注册,4,高频|四级,Register for the event online.
regret,n/v,/rɪˈɡret/,遗憾,4,高频|六级,I have no regrets.
regular,adj,/ˈreɡjələr/,定期的,3,高频|四级,He is a regular customer.
regulate,v,/ˈreɡjuleɪt/,管理,5,高频|六级,The industry is regulated by law.
regulation,n,/ˌreɡjuˈleɪʃn/,规定,5,高频|六级,Follow the safety regulations.
reinforce,v,/ˌriːɪnˈfɔːrs/,加强,5,高频|六级,Reinforce the walls.
reject,v,/rɪˈdʒekt/,拒绝,4,高频|六级,She rejected the proposal.
relate,v,/rɪˈleɪt/,关联,4,高频|六级,How does this relate to you?
relation,n,/rɪˈleɪʃn/,关系,3,高频|四级,We have a good relation.
relationship,n,/rɪˈleɪʃnʃɪp/,关系,3,高频|四级,They have a strong relationship.
relative,n/adj,/ˈrelətɪv/,亲戚、亲戚、相对的,3,高频|四级,She visited her relatives.
relax,v,/rɪˈlæks/,放松,2,高频|四级,Relax and enjoy the weekend.
release,v/n,/rɪˈliːs/,释放,4,高频|六级,The movie will be released next month.
relevant,adj,/ˈreləvənt/,相关的,4,高频|六级,Please provide relevant information.
reliable,adj,/rɪˈlaɪəbl/,可靠的,4,高频|六级,He is a reliable friend.
relief,n,/rɪˈliːf/,缓解,4,高频|六级,She sighed with relief.
relieve,v,/rɪˈliːv/,减轻,5,高频|六级,This medicine will relieve the pain.
religion,n,/rɪˈlɪdʒən/,宗教,4,高频|六级,Freedom of religion is a basic right.
religious,adj,/rɪˈlɪdʒəs/,宗教的,4,高频|六级,She is a religious person.
reluctant,adj,/rɪˈlʌktənt/,不情愿的,5,高频|六级,He is reluctant to change.
rely,v,/rɪˈlaɪ/,依赖,4,高频|六级,Don't rely on others too much.
remain,v,/rɪˈmeɪn/,保持,3,高频|四级,Please remain calm.
remark,n/v,/rɪˈmɑːrk/,评论,4,高频|六级,She made a remark about the weather.
remarkable,adj,/rɪˈmɑːrkəbl/,显著的,4,高频|六级,She is a remarkable singer.
remember,v,/rɪˈmembər/,记得,1,高频|高考,Remember to call me.
remind,v,/rɪˈmaɪnd/,提醒,3,高频|四级,Remind me to buy milk.
remote,adj,/rɪˈmoʊt/,遥远的,5,高频|六级,They live in a remote village.
remove,v,/rɪˈmuːv/,移除,3,高频|四级,Remove the stain from the shirt.
render,v,/ˈrendər/,使成为,5,高频|六级,The storm rendered the road impassable.
renew,v,/rɪˈnjuː/,更新,4,高频|六级,Renew your passport before it expires.
renovate,v,/ˈrenəveɪt/,翻新,5,高频|六级,They renovated the old house.
rent,n/v,/rent/,租金,3,高频|四级|商务,The rent is $800 per month.
repair,n/v,/rɪˈpeər/,修理,3,高频|四级,Repair the broken window.
repeat,v,/rɪˈpiːt/,重复,2,高频|四级,Repeat the sentence after me.
replace,v,/rɪˈpleɪs/,替换,3,高频|四级,Replace the old battery.
reply,n/v,/rɪˈplaɪ/,回答,3,高频|四级,She didn't reply to my email.
report,n/v,/rɪˈpɔːrt/,报告,3,高频|四级,Write a report on the project.
represent,v,/ˌreprɪˈzent/,代表,4,高频|六级,She represents our company.
reputation,n,/ˌrepjuˈteɪʃn/,名声,5,高频|六级|雅思,The restaurant has a good reputation.
request,n/v,/rɪˈkwest/,请求,4,高频|六级,Make a request in advance.
require,v,/rɪˈkwaɪər/,需要,3,高频|四级,This job requires patience.
rescue,v/n,/ˈreskjuː/,营救,4,高频|六级,Rescue the trapped miners.
research,n/v,/rɪˈsɜːrtʃ/,研究,3,高频|四级,She does medical research.
resemble,v,/rɪˈzembl/,像,5,高频|六级,She resembles her mother.
resent,v,/rɪˈzent/,怨恨,5,高频|六级,He resented the criticism.
reserve,n/v,/rɪˈzɜːrv/,储备、储备、预定,4,高频|六级|商务,Reserve a table for two.
reside,v,/rɪˈzaɪd/,居住,5,高频|六级,She resides in Paris.
resign,v,/rɪˈzaɪn/,辞职,4,高频|六级,He resigned from his job.
resist,v,/rɪˈzɪst/,抵抗,4,高频|六级,Resist the temptation.
resolve,v,/rɪˈzɒlv/,解决,5,高频|六级|雅思,Resolve the conflict.
resort,n/v,/rɪˈzɔːrt/,度假胜地,4,高频|六级|旅行,They stayed at a beach resort.
resource,n,/rɪˈsɔːrs/,资源,4,高频|六级,Water is a precious resource.
respect,n/v,/rɪˈspekt/,尊重,3,高频|四级,Respect your elders.
respond,v,/rɪˈspɒnd/,回应,4,高频|六级,Please respond to my email.
response,n,/rɪˈspɒns/,回应,3,高频|四级,She made no response.
responsibility,n,/rɪˌspɒnsəˈbɪləti/,责任,4,高频|六级,Take responsibility for your actions.
responsible,adj,/rɪˈspɒnsəbl/,负责的,3,高频|四级,She is responsible for the project.
rest,n/v,/rest/,休息、休息、其余,1,高频|高考,Take a rest.
restaurant,n,/ˈrestərɒnt/,餐厅,2,高频|四级|旅行,We had dinner at a nice restaurant.
restore,v,/rɪˈstɔːr/,恢复,5,高频|六级,Restore the old painting.
restrict,v,/rɪˈstrɪkt/,限制,4,高频|六级,Access is restricted.
result,n/v,/rɪˈzʌlt/,结果,2,高频|四级,The result was surprising.
retain,v,/rɪˈteɪn/,保留,5,高频|六级,She retained her composure.
retire,v,/rɪˈtaɪər/,退休,4,高频|六级,He retired at age 60.
retreat,v/n,/rɪˈtriːt/,撤退,5,高频|六级,The army retreated.
return,v/n,/rɪˈtɜːrn/,返回,1,高频|高考,When will you return?
reveal,v,/rɪˈviːl/,揭示,4,高频|六级,Reveal the truth.
revenge,n,/rɪˈvendʒ/,报复,5,高频|六级,He sought revenge for the betrayal.
revenue,n,/ˈrevənjuː/,收入,5,高频|六级|商务,The company's revenue grew 20%.
reverse,v/n/adj,/rɪˈvɜːrs/,反转,5,高频|六级,Reverse the car.
review,n/v,/rɪˈvjuː/,回顾、回顾、审查,4,高频|六级,Review the contract carefully.
revise,v,/rɪˈvaɪz/,修订,4,高频|六级,Revise your essay.
revive,v,/rɪˈvaɪv/,复兴,5,高频|六级,Revive the old tradition.
revolt,n/v,/rɪˈvoʊlt/,反抗,5,高频|六级,The people revolted against the tyrant.
revolution,n,/ˌrevəˈluːʃn/,革命,5,高频|六级|雅思,The industrial revolution changed the world.
reward,n/v,/rɪˈwɔːrd/,奖励,4,高频|六级,Hard work brings rewards.
rhythm,n,/ˈrɪðəm/,节奏,5,高频|六级,Feel the rhythm of the music.
rice,n,/raɪs/,米饭,1,高频|高考,We have rice for dinner.
rich,adj,/rɪtʃ/,富有的,2,高频|四级,He is a rich man.
rid,v,/rɪd/,摆脱,3,高频|四级,Get rid of the old furniture.
ride,v/n,/raɪd/,骑、骑、乘坐,1,高频|高考,He rides a bike to school.
rider,n,/ˈraɪdər/,骑手,4,高频|六级,The rider fell off the horse.
ridge,n,/rɪdʒ/,山脊,5,高频|六级,They walked along the ridge.
ridiculous,adj,/rɪˈdɪkjələs/,荒谬的,5,高频|六级,That's a ridiculous idea.
rifle,n,/ˈraɪfl/,步枪,5,高频|六级,He carried a rifle on his shoulder.
right,adj/adv/n,/raɪt/,正确的、正确的、右边,1,高频|高考,You are right.
rigid,adj,/ˈrɪdʒɪd/,僵硬的,5,高频|六级,He has a rigid attitude.
ring,n/v,/rɪŋ/,戒指、戒指、打电话,2,高频|四级,She wore a gold ring.
ripe,adj,/raɪp/,成熟的,4,高频|六级,The fruit is ripe.
rise,v/n,/raɪz/,上升,3,高频|四级,Prices are rising.
risk,n/v,/rɪsk/,风险,3,高频|四级,Take a calculated risk.
river,n,/ˈrɪvər/,河流,2,高频|四级,We swam across the river.
road,n,/roʊd/,路,1,高频|高考,The road is long.
rob,v,/rɒb/,抢劫,4,高频|六级,He was robbed of his money.
rock,n/v,/rɒk/,岩石、岩石、摇摆,3,高频|四级,The ship hit a rock.
rocket,n,/ˈrɒkɪt/,火箭,4,高频|六级,The rocket was launched successfully.
role,n,/roʊl/,角色,3,高频|四级,She played a key role in the project.
roll,v/n,/roʊl/,滚动,3,高频|四级,Roll the ball.
romance,n,/roʊˈmæns/,浪漫,4,高频|六级,They had a romantic romance.
romantic,adj,/roʊˈmæntɪk/,浪漫的,4,高频|六级,Paris is a romantic city.
roof,n,/ruːf/,屋顶,3,高频|四级,The roof is leaking.
room,n,/ruːm/,房间,1,高频|高考,My room is upstairs.
root,n/v,/ruːt/,根,3,高频|四级,The tree has deep roots.
rope,n,/roʊp/,绳子,3,高频|四级,Tie the rope to the tree.
rose,n,/roʊz/,玫瑰,3,高频|四级,She received a bunch of roses.
rough,adj,/rʌf/,粗糙的,4,高频|六级,The surface is rough.
round,adj/n/v,/raʊnd/,圆的、圆的、一轮,2,高频|四级,The earth is round.
route,n,/ruːt/,路线,3,高频|四级,We need to find the best route.
routine,n/adj,/ruːˈtiːn/,常规,4,高频|六级,Follow your daily routine.
royal,adj,/ˈrɔɪəl/,皇家的,4,高频|六级,The royal family lives in the palace.
rub,v,/rʌb/,摩擦,3,高频|四级,Rub your hands together.
rubber,n,/ˈrʌbər/,橡胶,3,高频|四级,Rubber is elastic.
rude,adj,/ruːd/,粗鲁的,4,高频|六级,It is rude to interrupt.
ruin,n/v,/ˈruːɪn/,毁灭,4,高频|六级,The storm ruined the crops.
rule,n/v,/ruːl/,规则,2,高频|四级,Follow the rules.
run,v/n,/rʌn/,跑、跑、运行,1,高频|高考,He runs every morning.
runner,n,/ˈrʌnər/,跑步者,3,高频|四级,She is a fast runner.
rural,adj,/ˈrʊərəl/,农村的,4,高频|六级,Rural areas need more schools.
rush,v/n,/rʌʃ/,冲,3,高频|四级,Don't rush me.
sack,n/v,/sæk/,麻袋、麻袋、解雇,4,高频|六级,He was sacked from his job.
sacred,adj,/ˈseɪkrɪd/,神圣的,5,高频|六级,This is a sacred place.
sacrifice,n/v,/ˈsækrɪfaɪs/,牺牲,5,高频|六级,She made many sacrifices for her family.
sad,adj,/sæd/,悲伤的,1,高频|高考,Don't be sad.
saddle,n/v,/ˈsædl/,马鞍,4,高频|六级,He sat on the saddle.
safe,adj,/seɪf/,安全的,2,高频|四级,Keep your money in a safe place.
safety,n,/ˈseɪfti/,安全,3,高频|四级,Safety first.
sail,v/n,/seɪl/,航行,4,高频|六级,The ship sails across the sea.
sailor,n,/ˈseɪlər/,水手,3,高频|四级,The sailor worked on the ship.
saint,n,/seɪnt/,圣人,5,高频|六级,He is considered a saint.
sake,n,/seɪk/,目的,4,高频|六级,For the sake of safety.
salad,n,/ˈsæləd/,沙拉,3,高频|四级,She made a fresh salad.
salary,n,/ˈsæləri/,薪水,3,高频|四级|商务,Her salary is high.
sale,n,/seɪl/,销售,3,高频|四级|商务,The store is having a sale.
salmon,n,/ˈsæmən/,三文鱼,4,高频|六级,We had grilled salmon for dinner.
salt,n/v,/sɔːlt/,盐,2,高频|四级,Add a pinch of salt.
same,adj/pron,/seɪm/,相同的,1,高频|高考,We have the same idea.
sample,n/v,/ˈsɑːmpl/,样本,4,高频|六级,Here is a sample of the product.
sand,n,/sænd/,沙子,3,高频|四级,The children played in the sand.
satellite,n,/ˈsætəlaɪt/,卫星,4,高频|六级,The satellite orbits the earth.
satisfaction,n,/ˌsætɪsˈfækʃn/,满足,5,高频|六级,Customer satisfaction is our goal.
satisfactory,adj,/ˌsætɪsˈfæktəri/,满意的,5,高频|六级,The result is satisfactory.
satisfy,v,/ˈsætɪsfaɪ/,满足,4,高频|六级,Nothing satisfies him.
sauce,n,/sɔːs/,酱,3,高频|四级,The sauce is delicious.
sausage,n,/ˈsɒsɪdʒ/,香肠,3,高频|四级,We had sausages for breakfast.
savage,adj/n,/ˈsævɪdʒ/,野蛮的,5,高频|六级,The savage attack shocked everyone.
save,v,/seɪv/,救、救、节省,1,高频|高考,Save your money.
saving,n,/ˈseɪvɪŋ/,储蓄,4,高频|六级|商务,Keep your savings in a bank.
say,v,/seɪ/,说,1,高频|高考,What did you say?
scale,n/v,/skeɪl/,规模,4,高频|六级,The project is large in scale.
scan,v/n,/skæn/,扫描,4,高频|六级,Scan the document.
scandal,n,/ˈskændl/,丑闻,5,高频|六级,The political scandal shocked the nation.
scarce,adj,/skeərs/,稀缺的,5,高频|六级,Water is scarce in the desert.
scare,v/n,/skeər/,惊吓,4,高频|六级,The loud noise scared me.
scatter,v,/ˈskætər/,分散,5,高频|六级,The wind scattered the leaves.
scene,n,/siːn/,场景,3,高频|四级,The movie scene was emotional.
schedule,n/v,/ˈskedʒuːl/,时间表,3,高频|四级|商务,Check the schedule for the meeting.
scheme,n/v,/skiːm/,计划,5,高频|六级,He devised a clever scheme.
scholar,n,/ˈskɒlər/,学者,5,高频|六级,She is a respected scholar.
scholarship,n,/ˈskɒlərʃɪp/,奖学金,4,高频|六级,He won a scholarship to Harvard.
school,n,/skuːl/,学校,1,高频|高考,Children go to school at 6.
science,n,/ˈsaɪəns/,科学,1,高频|高考,She is good at science.
scientific,adj,/ˌsaɪənˈtɪfɪk/,科学的,4,高频|六级,Scientific research is expensive.
scientist,n,/ˈsaɪəntɪst/,科学家,3,高频|四级,The scientist made a discovery.
scissors,n,/ˈsɪzərz/,剪刀,3,高频|四级,Cut the paper with scissors.
scold,v,/skoʊld/,责骂,4,高频|六级,Don't scold the child.
scope,n,/skoʊp/,范围,5,高频|六级|雅思,The scope of the project is wide.
score,n/v,/skɔːr/,得分,3,高频|四级,The final score was 3-2.
scorn,n/v,/skɔːrn/,轻蔑,5,高频|六级,He looked at her with scorn.
scratch,v/n,/skrætʃ/,抓,3,高频|四级,The cat scratched the table.
scream,v/n,/skriːm/,尖叫,4,高频|六级,She screamed in terror.
screen,n/v,/skriːn/,屏幕,3,高频|四级,The screen is too bright.
screw,n/v,/skruː/,螺丝,4,高频|六级,Tighten the screw.
script,n,/skrɪpt/,脚本、脚本、剧本,4,高频|六级,The script needs editing.
sea,n,/siː/,海,1,高频|高考,We swam in the sea.
seal,n/v,/siːl/,密封、密封、海豹,4,高频|六级,Seal the envelope.
search,n/v,/sɜːrtʃ/,搜索,3,高频|四级,Search the house.
season,n,/ˈsiːzn/,季节,2,高频|四级,Spring is my favorite season.
seat,n/v,/siːt/,座位,1,高频|高考,Please take a seat.
second,num/adj,/ˈsekənd/,第二,1,高频|高考,This is the second time.
secret,adj/n,/ˈsiːkrət/,秘密的、秘密的、秘密,2,高频|四级,Keep it a secret.
secretary,n,/ˈsekrəteri/,秘书,3,高频|四级|商务,She works as a secretary.
section,n,/ˈsekʃn/,部分,3,高频|四级,Read this section of the book.
sector,n,/ˈsektər/,部门,5,高频|六级|商务,The service sector is growing.
secure,adj/v,/sɪˈkjʊər/,安全的,4,高频|六级,Your future is secure.
security,n,/sɪˈkjʊərəti/,安全,4,高频|六级,Airport security is strict.
seed,n/v,/siːd/,种子,3,高频|四级,Plant the seeds in spring.
seek,v,/siːk/,寻找,4,高频|六级,Seek advice from experts.
seem,v,/siːm/,似乎,2,高频|四级,You seem tired.
seize,v,/siːz/,抓住,4,高频|六级,Seize the opportunity.
seldom,adv,/ˈseldəm/,很少,5,高频|六级,He seldom goes out.
self,n,/self/,自我,3,高频|四级,Know your true self.
selfish,adj,/ˈselfɪʃ/,自私的,4,高频|六级,Don't be selfish.
sell,v,/sel/,卖,1,高频|高考,She sells flowers.
senator,n,/ˈsenətər/,参议员,5,高频|六级,The senator gave a speech.
send,v,/send/,发送,1,高频|高考,Send me a message.
senior,adj/n,/ˈsiːniər/,年长的,5,高频|六级,She is a senior manager.
sense,n/v,/sens/,感觉,3,高频|四级,He has a good sense of humor.
sensible,adj,/ˈsensəbl/,明智的,5,高频|六级,That is a sensible decision.
sensitive,adj,/ˈsensətɪv/,敏感的,5,高频|六级,Be sensitive to others' feelings.
sentence,n/v,/ˈsentəns/,句子、句子、判决,2,高频|四级,Write a sentence.
separate,adj/v,/ˈsepəreɪt/,分开的,3,高频|四级,The two issues are separate.
separation,n,/ˌsepəˈreɪʃn/,分离,5,高频|六级,The separation was painful.
sequence,n,/ˈsiːkwəns/,序列,5,高频|六级,Follow the sequence of events.
series,n,/ˈsɪəriːz/,系列,4,高频|六级,Watch the TV series.
serious,adj,/ˈsɪəriəs/,严肃的,3,高频|四级,This is a serious problem.
servant,n,/ˈsɜːrvənt/,仆人,4,高频|六级,The servant brought tea.
serve,v,/sɜːrv/,服务,3,高频|四级,She serves the customers well.
service,n/v,/ˈsɜːrvɪs/,服务,3,高频|四级,The service is excellent.
session,n,/ˈseʃn/,会议,4,高频|六级,The training session lasted two hours.
set,n/v,/set/,一套、一套、设置,1,高频|高考,Set the table.
settle,v,/ˈsetl/,解决、解决、定居,3,高频|四级,They settled in a small town.
settlement,n,/ˈsetlmənt/,定居,5,高频|六级|雅思,The settlement of the dispute took years.
several,adj,/ˈsevrəl/,几个,1,高频|高考,Several people came.
severe,adj,/sɪˈvɪər/,严厉的、严厉的、严重的,4,高频|六级,The punishment is severe.
sew,v,/soʊ/,缝,3,高频|四级,She can sew very well.
sex,n,/seks/,性别、性别、性,3,高频|四级,Please indicate your sex.
sexual,adj,/ˈsekʃuəl/,性的,5,高频|六级,Sexual harassment is illegal.
shabby,adj,/ˈʃæbi/,破旧的,5,高频|六级,The hotel looked shabby.
shade,n/v,/ʃeɪd/,阴影,3,高频|四级,Sit in the shade.
shadow,n,/ˈʃædoʊ/,影子,3,高频|四级,The shadow followed him.
shake,v,/ʃeɪk/,摇动,3,高频|四级,Shake the bottle well.
shall,v/aux,/ʃæl/,将要,3,高频|四级,I shall return tomorrow.
shallow,adj,/ˈʃæloʊ/,浅的,4,高频|六级,The water is shallow.
shame,n/v,/ʃeɪm/,羞耻,4,高频|六级,What a shame!
shape,n/v,/ʃeɪp/,形状,3,高频|四级,Shape the clay into a ball.
share,n/v,/ʃeər/,分享,2,高频|四级,Share your ideas with us.
sharp,adj,/ʃɑːrp/,锋利的,3,高频|四级,The knife is very sharp.
shave,v/n,/ʃeɪv/,剃、剃、刮,3,高频|四级,He shaves every morning.
she,pron,/ʃiː/,她,1,高频|高考,She is my sister.
shed,n/v,/ʃed/,棚、棚、流出,4,高频|六级,He shed tears of joy.
sheep,n,/ʃiːp/,羊,3,高频|四级,The sheep are grazing.
sheet,n,/ʃiːt/,床单,2,高频|四级,She changed the sheet.
shelf,n,/ʃelf/,架子,3,高频|四级,Put the book on the shelf.
shell,n/v,/ʃel/,壳,4,高频|六级,Collect seashells on the beach.
shelter,n/v,/ˈʃeltər/,避难所,4,高频|六级,The shelter is warm.
shift,v/n,/ʃɪft/,转移,4,高频|六级,The wind shifted to the north.
shine,v/n,/ʃaɪn/,发光,3,高频|四级,The sun is shining.
ship,n/v,/ʃɪp/,船,1,高频|高考,The ship is huge.
shirt,n,/ʃɜːrt/,衬衫,1,高频|高考,He wore a white shirt.
shock,n/v,/ʃɒk/,震惊,4,高频|六级,The news shocked everyone.
shoe,n,/ʃuː/,鞋,1,高频|高考,Put on your shoes.
shoot,v,/ʃuːt/,射击,3,高频|四级,He shot the target.
shop,n/v,/ʃɒp/,商店、商店、购物,1,高频|高考,The shop is open.
shopping,n,/ˈʃɒpɪŋ/,购物,1,高频|高考,Go shopping with me.
shore,n,/ʃɔːr/,海岸,4,高频|六级|旅行,We walked along the shore.
short,adj,/ʃɔːrt/,短的,1,高频|高考,The movie is short.
shortage,n,/ˈʃɔːrtɪdʒ/,短缺,5,高频|六级,There is a water shortage.
shortly,adv,/ˈʃɔːrtli/,很快,3,高频|四级,She will arrive shortly.
shot,n/v,/ʃɒt/,射击,3,高频|四级,He took a shot at the goal.
should,v/aux,/ʃʊd/,应该,1,高频|高考,You should study harder.
shoulder,n/v,/ˈʃoʊldər/,肩膀,3,高频|四级,He carried the bag on his shoulder.
shout,v/n,/ʃaʊt/,喊,3,高频|四级,Don't shout at me.
show,v/n,/ʃoʊ/,展示,1,高频|高考,Show me your work.
shower,n/v,/ˈʃaʊər/,淋浴,3,高频|四级,Take a shower before bed.
shriek,v/n,/ʃriːk/,尖叫,5,高频|六级,She shrieked in terror.
shrink,v,/ʃrɪŋk/,缩小,4,高频|六级,Wool shrinks in hot water.
shrug,v/n,/ʃrʌɡ/,耸肩,4,高频|六级,He shrugged his shoulders.
shut,v,/ʃʌt/,关闭,2,高频|四级,Shut the door.
shy,adj,/ʃaɪ/,害羞的,3,高频|四级,She is shy around strangers.
sick,adj,/sɪk/,生病的,2,高频|四级,I feel sick.
side,n,/saɪd/,边,1,高频|高考,Sit on the side of the road.
sidewalk,n,/ˈsaɪdwɔːk/,人行道,3,四级,Walk on the sidewalk.
sigh,v/n,/saɪ/,叹气,4,高频|六级,She sighed with relief.
sight,n/v,/saɪt/,视力,4,高频|六级,Her sight is poor.
sign,n/v,/saɪn/,标志、标志、签名,2,高频|四级,Look at the sign.
signal,n/v,/ˈsɪɡnəl/,信号,3,高频|四级,The signal turned red.
signature,n,/ˈsɪɡnətʃər/,签名,3,高频|四级,Put your signature here.
significance,n,/sɪɡˈnɪfɪkəns/,重要性,5,高频|六级|雅思,The significance of the event is huge.
significant,adj,/sɪɡˈnɪfɪkənt/,重要的,4,高频|六级|雅思,There is a significant difference.
silence,n/v,/ˈsaɪləns/,沉默,3,高频|四级,There was silence in the room.
silent,adj,/ˈsaɪlənt/,安静的、安静的,3,高频,Be silent  please.
silk,n,/sɪlk/,丝绸,3,高频|四级,The dress is made of silk.
silly,adj,/ˈsɪli/,愚蠢的,2,高频|四级,Don't be silly.
silver,n/adj,/ˈsɪlvər/,银,3,高频|四级,The silver jewelry is beautiful.
similar,adj,/ˈsɪmələr/,相似的,2,高频|四级,We have similar interests.
simple,adj,/ˈsɪmpl/,简单的,1,高频|高考,It's a simple question.
simplicity,n,/sɪmˈplɪsəti/,简单,5,高频|六级,The simplicity of the design is appealing.
simplify,v,/ˈsɪmplɪfaɪ/,简化,4,高频|六级,Simplify the process.
simply,adv,/ˈsɪmpli/,简单地,2,高频|四级,Simply follow the instructions.
simultaneous,adj,/ˌsɪmlˈteɪniəs/,同时的,5,高频|六级,There was a simultaneous translation.
sin,n/v,/sɪn/,罪,3,高频|四级,He confessed his sins.
since,prep/conj,/sɪns/,自从、自从,2,高频,Since then  things changed.
sincere,adj,/sɪnˈsɪər/,真诚的,4,高频|六级,Please accept my sincere apology.
sing,v,/sɪŋ/,唱歌,1,高频|高考,She sings beautifully.
single,adj,/ˈsɪŋɡl/,单一的,2,高频|四级,There is a single bed.
singular,adj/n,/ˈsɪŋɡjələr/,单数的,5,高频|六级,The singular form of 'children' is 'child'.
sink,v/n,/sɪŋk/,下沉,4,高频|六级,The ship sank.
sip,v/n,/sɪp/,小口喝,4,高频|六级,She sipped her tea.
sir,n,/sɜːr/,先生、先生,2,高频,Excuse me  sir.
sister,n,/ˈsɪstər/,姐妹,1,高频|高考,She is my sister.
sit,v,/sɪt/,坐、坐,1,高频,Sit down  please.
site,n,/saɪt/,地点,4,高频|六级,The construction site is large.
situation,n,/ˌsɪtʃuˈeɪʃn/,情况,3,高频|四级,The situation is under control.
size,n,/saɪz/,尺寸,1,高频|高考,What size do you wear?
skate,n/v,/skeɪt/,滑冰,3,高频|四级,She skates gracefully.
skeleton,n,/ˈskelɪtn/,骨骼,5,高频|六级,The skeleton of the building.
sketch,n/v,/sketʃ/,素描,4,高频|六级,She drew a quick sketch.
ski,n/v,/skiː/,滑雪,3,高频|四级,We skied down the mountain.
skill,n,/skɪl/,技能,2,高频|四级,She has excellent writing skills.
skilled,adj,/skɪld/,熟练的,4,高频|六级,He is a skilled worker.
skin,n/v,/skɪn/,皮肤,2,高频|四级,She has soft skin.
skirt,n,/skɜːrt/,裙子,2,高频|四级,She wore a red skirt.
sky,n,/skaɪ/,天空,1,高频|高考,The sky is blue.
slam,v,/slæm/,猛关,4,高频|六级,He slammed the door.
slap,v/n,/slæp/,掴,4,高频|六级,She slapped his face.
slash,v/n,/slæʃ/,削减,5,高频|六级,The price was slashed.
slave,n,/sleɪv/,奴隶,5,高频|六级,The slaves were freed.
sleep,v/n,/sliːp/,睡觉,1,高频|高考,I need to sleep.
sleeve,n,/sliːv/,袖子,3,高频|四级,He rolled up his sleeves.
slender,adj,/ˈslendər/,苗条的,4,高频|六级,She has a slender figure.
slice,n/v,/slaɪs/,切片,3,高频|四级,Cut the bread into slices.
slide,v/n,/slaɪd/,滑,3,高频|四级,Watch the kids slide down.
slight,adj,/slaɪt/,轻微的,4,高频|六级,There is a slight difference.
slim,adj,/slɪm/,苗条的,4,高频|六级,She has a slim figure.
slip,v/n,/slɪp/,滑倒,3,高频|四级,Be careful not to slip.
slipper,n,/ˈslɪpər/,拖鞋,3,高频|四级,Wear your slippers at home.
slippery,adj,/ˈslɪpəri/,滑的,3,高频|四级,The road is slippery.
slogan,n,/ˈsloʊɡən/,标语,4,高频|六级,The company's slogan is catchy.
slope,n/v,/sloʊp/,斜坡,4,高频|六级,The slope is steep.
slot,n,/slɒt/,槽,4,高频|六级,Insert the coin into the slot.
slow,adj/adv,/sloʊ/,慢的,1,高频|高考,The turtle is slow.
slum,n,/slʌm/,贫民窟,5,高频|六级,He grew up in the slums.
